alpha,arm,assigned_cell_coverage,completeness,dataset,exact_lca_accuracy,false_novel_rate,fn,fp,fragmentation_mean_clusters_per_type,full_prednovel_ami,full_prednovel_ari,full_prednovel_na_reason,full_prednovel_nmi,gt_mapping_coverage,homogeneity,joint_correct_known,joint_correct_known_n,known_contamination,known_retention,lcc_assigned_cells,lcc_assigned_clusters,lcc_eligible_cells,lcc_eligible_clusters,lcc_yield,lineage_U,lineage_assigned_evaluable_n,lineage_compatible_n,lineage_eligible_evaluable_n,lineage_mean_shortest_path,lineage_q_cell_weighted,lineage_q_cluster_macro,lineage_status,lineage_utility_numerator,merging_mean_types_per_cluster,n_known,n_novel,n_target,novelty_ap,novelty_auroc,novelty_threshold,over_specific_n,pred_novel_fraction,pred_novel_n,predicted_cluster_count,protocol_sha256,ranking_na_reason,retained_known_accuracy,run_id,seed,selective_known_risk,split_sha256,status,threshold_f1,threshold_precision,threshold_recall,tn,tp,under_specific_n
7.821485340595245,DEPTH_SHUFFLED_CL,0.22452787515549022,0.3423144949908839,Wagner,0.0,0.38257940327237727,382,2385,11.3,0.42816810065811883,0.1316989671155732,,0.42946292999804514,1.0,0.5761400478142126,0.6055502085338467,3775,0.13485242564740474,0.6174205967276227,3971,7,17686,22,0.3181818181818182,0.0040144747257717965,3971,71,17686,4.942583732057416,0.017879627297909845,0.015321536469572723,EVALUABLE,71.0,5.136363636363637,6234,15683,21917,0.9857645287649323,0.9620493386873239,-7.821485340595245,21,0.8069535064105489,17686,22,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9807742270719667,P0_Wagner_s101_DEPTH_SHUFFLED_CL,101,0.019225772928033256,4de6c49ee8c28a1cc36c4828d417abc5d8d5e3ad8e528c6d84c053ce6fe09f94,COMPLETE,0.9170787257634331,0.8651475743525953,0.9756424153542052,3849,15301,0
7.691872763633728,GENERIC_STAR,0.0,0.3609496493154827,Wagner,,0.38755213346166184,296,2416,10.5,0.44610432588131843,0.1527245044964397,,0.4472475370578686,1.0,0.5877764654907793,0.6029836381135707,3759,0.13570746503398304,0.6124478665383382,0,0,17803,20,0.0,,0,0,17803,,,,not_applicable_synthetic,,5.25,6234,15683,21917,0.98674159161082,0.9651116448109072,-7.691872763633728,0,0.8122918282611671,17803,20,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9845468831849136,P0_Wagner_s101_GENERIC_STAR,101,0.015453116815086433,4de6c49ee8c28a1cc36c4828d417abc5d8d5e3ad8e528c6d84c053ce6fe09f94,COMPLETE,0.9190109299408709,0.864292534966017,0.9811260600650386,3818,15387,0
8.912823104858397,REAL_CL,0.0735748501752276,0.5449413846817731,Zeisel_2018,0.25,0.26305289557683537,1,4615,5.333333333333333,0.6991247052722316,0.2708352966992186,,0.6995226538044638,1.0,0.9765312294636239,0.7351231190150479,12897,0.09570122140887129,0.7369471044231646,3548,4,48223,24,0.16666666666666666,0.06025219639314573,3548,3499,48223,0.9456031567080045,0.9861894024802705,0.9867297534067287,EVALUABLE,2905.5416666666665,2.6666666666666665,17544,43609,61153,0.9999569290167665,0.9998896789765396,-8.912823104858397,0,0.7885631121940052,48223,24,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9975249439245107,P0_Zeisel_2018_s101_REAL_CL,101,0.00247505607548921,4f08d32c30e59ebe12ac289c222d8995a91c66e53b9b9663394d7cf4c138ec5c,COMPLETE,0.9497342974126666,0.9042987785911287,0.9999770689536563,12929,43608,1565
8.905267691612243,DEPTH_SHUFFLED_CL,0.051439782550939075,0.5872190636590963,Zeisel_2018,0.0,0.30340857273141814,1,5323,5.083333333333333,0.7332665350184935,0.3341282587373103,,0.7336105283950212,1.0,0.977230301884203,0.6953374373005016,12199,0.10878584128670986,0.6965914272685818,2517,2,48931,23,0.08695652173913043,0.006793239459647258,2517,554,48931,3.542709574890743,0.22010329757647992,0.5,EVALUABLE,332.4,2.652173913043478,17544,43609,61153,0.9999483583915901,0.9998683634553487,-8.905267691612243,0,0.8001406308766537,48931,23,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9981998199819982,P0_Zeisel_2018_s101_DEPTH_SHUFFLED_CL,101,0.0018001800180018,4f08d32c30e59ebe12ac289c222d8995a91c66e53b9b9663394d7cf4c138ec5c,COMPLETE,0.9424681218932354,0.8912141587132901,0.9999770689536563,12221,43608,554
8.444505333900452,GENERIC_STAR,0.0,0.5639320402232103,Zeisel_2018,,0.3137254901960784,2,5504,5.583333333333333,0.7143951774881345,0.2864447152954652,,0.7147667275440934,1.0,0.9757502828707605,0.6850205198358413,12018,0.11207265174808088,0.6862745098039216,0,0,49111,24,0.0,,0,0,49111,,,,not_applicable_synthetic,,2.7916666666666665,17544,43609,61153,0.9999248925877632,0.9998079289598067,-8.444505333900452,0,0.8030840678298693,49111,24,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.998172757475083,P0_Zeisel_2018_s101_GENERIC_STAR,101,0.0018272425249169434,4f08d32c30e59ebe12ac289c222d8995a91c66e53b9b9663394d7cf4c138ec5c,COMPLETE,0.9406169111302848,0.8879273482519191,0.9999541379073127,12040,43607,0
7.771793842315674,REAL_CL,0.34956224642323297,0.47161814060592333,Cao,0.0,0.25823846614739365,398,1293,8.5,0.5908938728237216,0.25091319214701147,,0.5930772648996109,1.0,0.7987970718371795,0.7407629318953465,3709,0.13805253042921203,0.7417615338526063,3274,7,9366,21,0.3333333333333333,0.3283578902412983,3274,3141,9366,0.42547342700061086,0.9593769089798412,0.9277951658216909,EVALUABLE,3075.3999999999996,4.857142857142857,5007,8471,13478,0.9740075061784186,0.945910007656145,-7.771793842315674,0,0.6949102240688529,9366,21,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9986537425955843,P0_Cao_s202_REAL_CL,202,0.0013462574044157242,b2983bf9fcd736c1ce20f788e1834783221fe0495034d104110df7dba44b4474,COMPLETE,0.9051970622862588,0.8619474695707879,0.9530161728249321,3714,8073,630
7.6742455005645756,DEPTH_SHUFFLED_CL,0.2030187074829932,0.48358582931684657,Cao,0.0,0.274216097463551,436,1373,8.75,0.6033925786073849,0.2860468631617672,,0.605731243257512,1.0,0.8104324617625814,0.7245855801877372,3628,0.14593962585034015,0.725783902536449,1910,5,9408,23,0.21739130434782608,0.160062358276644,1910,1585,9408,1.0890052356020943,0.8298429319371727,0.7501823239870087,EVALUABLE,1505.8666666666668,4.565217391304348,5007,8471,13478,0.9739980609043789,0.9459224562887367,-7.6742455005645756,0,0.6980264134144532,9408,23,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9983489268024216,P0_Cao_s202_DEPTH_SHUFFLED_CL,202,0.001651073197578426,b2983bf9fcd736c1ce20f788e1834783221fe0495034d104110df7dba44b4474,COMPLETE,0.8988198445103194,0.8540603741496599,0.9485302797780664,3634,8035,545
7.463932371139526,GENERIC_STAR,0.0,0.4793734762648965,Cao,,0.2628320351507889,344,1316,7.833333333333333,0.5951473086401987,0.26183979709524796,,0.5971883493518183,1.0,0.7917838283957499,0.7357699221090473,3684,0.13936249073387694,0.7371679648492111,0,0,9443,20,0.0,,0,0,9443,,,,not_applicable_synthetic,,4.7,5007,8471,13478,0.9774944364911827,0.9547998284635014,-7.463932371139526,0,0.7006232378691201,9443,20,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9981034949878081,P0_Cao_s202_GENERIC_STAR,202,0.001896505012191818,b2983bf9fcd736c1ce20f788e1834783221fe0495034d104110df7dba44b4474,COMPLETE,0.9073350452160321,0.860637509266123,0.9593908629441624,3691,8127,0
7.966127848625183,REAL_CL,0.0,0.6011795386792318,Quake_10x,,0.11407859595574209,44,1495,5.458333333333333,0.7113063245807739,0.33418136392422904,,0.7135991690652912,1.0,0.8777340612054201,0.8834032811903854,11577,0.08065386275356064,0.8859214040442579,0,0,18536,33,0.0,0.0,0,0,18536,,,,EVALUABLE,0.0,3.9696969696969697,13105,17085,30190,0.9982597026096276,0.9975992671693266,-7.966127848625183,0,0.6139781384564426,18536,33,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9971576227390181,P0_Quake_10x_s202_REAL_CL,202,0.002842377260981912,4c06e407b8567bdb407bdb6ae129063d3237a15c3faa9bfe41349036b8bc3944,COMPLETE,0.9567951489290025,0.9193461372464393,0.9974246414983904,11610,17041,0
7.963406276702881,DEPTH_SHUFFLED_CL,0.0,0.5992414251231415,Quake_10x,,0.11613887829072873,54,1522,5.791666666666667,0.711116923522332,0.3261068718622164,,0.7134577875707347,1.0,0.881466741183814,0.8810377718428081,11546,0.08203525036382256,0.8838611217092712,0,0,18553,34,0.0,0.0,0,0,18553,,,,EVALUABLE,0.0,4.088235294117647,13105,17085,30190,0.9982146774642349,0.9975196955501238,-7.963406276702881,0,0.6145412388208016,18553,34,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9968056634723301,P0_Quake_10x_s202_DEPTH_SHUFFLED_CL,202,0.003194336527669861,4c06e407b8567bdb407bdb6ae129063d3237a15c3faa9bfe41349036b8bc3944,COMPLETE,0.9557775408272069,0.9179647496361775,0.9968393327480246,11583,17031,0
7.790791189670562,GENERIC_STAR,0.0,0.6025263675128028,Quake_10x,,0.11781762685997711,54,1544,5.75,0.7140650451428612,0.3341058028946695,,0.7164021504968617,1.0,0.8833534617246396,0.8798168637924456,11530,0.08312247644683715,0.8821823731400229,0,0,18575,34,0.0,,0,0,18575,,,,not_applicable_synthetic,,4.0588235294117645,13105,17085,30190,0.9981990000363933,0.9974709950036607,-7.790791189670562,0,0.6152699569393839,18575,34,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9973185710578669,P0_Quake_10x_s202_GENERIC_STAR,202,0.0026814289421330335,4c06e407b8567bdb407bdb6ae129063d3237a15c3faa9bfe41349036b8bc3944,COMPLETE,0.9551878855860909,0.9168775235531629,0.9968393327480246,11561,17031,0
7.7385734677314755,REAL_CL,0.0,0.826350469789388,Quake_Smart-seq2,,0.2303275479577189,551,1765,4.766666666666667,0.8423003488483722,0.8702109001073678,,0.8439108512822913,1.0,0.8622337717890586,0.7606681456348688,5829,0.11242754315561501,0.7696724520422811,0,0,15699,30,0.0,0.0,0,0,15699,,,,EVALUABLE,0.0,4.766666666666667,7663,14485,22148,0.979438127786594,0.9595489418758649,-7.7385734677314755,0,0.7088224670399134,15699,30,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9883011190233978,P0_Quake_Smart-seq2_s202_REAL_CL,202,0.011698880976602238,d15dc45d297bc0a1479e2689cf1336472182b25626d43d927ebbca8eeb96d872,COMPLETE,0.9232706069440764,0.887572456844385,0.9619606489471867,5898,13934,0
7.731921470165252,DEPTH_SHUFFLED_CL,0.0,0.8290062921413807,Quake_Smart-seq2,,0.23045804515202922,558,1766,4.666666666666667,0.8442478113838336,0.8704219360228167,,0.8458186019084685,1.0,0.8633269369252835,0.7609291400234895,5831,0.11253425093990951,0.7695419548479707,0,0,15693,30,0.0,0.0,0,0,15693,,,,EVALUABLE,0.0,4.666666666666667,7663,14485,22148,0.9784095449342581,0.9572404433553211,-7.731921470165252,0,0.7085515622178075,15693,30,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9888078684076649,P0_Quake_Smart-seq2_s202_DEPTH_SHUFFLED_CL,202,0.011192131592335086,d15dc45d297bc0a1479e2689cf1336472182b25626d43d927ebbca8eeb96d872,COMPLETE,0.922990257803698,0.8874657490600905,0.961477390403866,5897,13927,0
7.616696465015412,GENERIC_STAR,0.0,0.8285437978774655,Quake_Smart-seq2,,0.23006655356909828,567,1763,4.7,0.8438510886683955,0.8706542922864765,,0.8454375766133875,1.0,0.8630346135350978,0.7613206316064205,5834,0.11242905426949812,0.7699334464309018,0,0,15681,30,0.0,,0,0,15681,,,,not_applicable_synthetic,,4.7,7663,14485,22148,0.9789736187226967,0.9581965458919713,-7.616696465015412,0,0.7080097525735958,15681,30,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9888135593220339,P0_Quake_Smart-seq2_s202_GENERIC_STAR,202,0.011186440677966102,d15dc45d297bc0a1479e2689cf1336472182b25626d43d927ebbca8eeb96d872,COMPLETE,0.9227607239939004,0.8875709457305019,0.9608560579910252,5900,13918,0
7.75133798122406,REAL_CL,0.380435410290466,0.32624858089605335,Wagner,0.0,0.3314176245210728,442,2076,12.0,0.4120776611647793,0.11222678880823113,,0.4134404573385737,1.0,0.5642358485617931,0.6562899106002554,4111,0.1198821966853381,0.6685823754789272,6588,10,17317,22,0.45454545454545453,0.06871860021943754,6588,1190,17317,3.5848512446873104,0.1806314511232544,0.3224232328022857,EVALUABLE,1190.0,5.454545454545454,6264,15683,21947,0.9818426217402036,0.9551235723594275,-7.75133798122406,10,0.789037226044562,17317,22,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.981614135625597,P0_Wagner_s202_REAL_CL,202,0.018385864374403055,aacac9a8f558c9a55334ca7b6294af32c71237d94e536ea080da5db60c1db03d,COMPLETE,0.9236969696969697,0.8801178033146619,0.9718166167187401,4188,15241,0
7.719328546524048,DEPTH_SHUFFLED_CL,0.31963337030766537,0.32702856677165176,Wagner,0.0,0.3092273307790549,491,1937,11.7,0.41195774340619196,0.12319132620833753,,0.41329002501514894,1.0,0.5613625771724519,0.678639846743295,4251,0.11308307548601787,0.690772669220945,5475,9,17129,21,0.42857142857142855,0.0050090489812598515,5475,86,17129,5.814246575342466,0.015707762557077627,0.01782705078727636,EVALUABLE,85.8,5.571428571428571,6264,15683,21947,0.9827182981623057,0.9563906136742251,-7.719328546524048,9,0.7804711350070624,17129,21,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9824358678067946,P0_Wagner_s202_DEPTH_SHUFFLED_CL,202,0.017564132193205455,aacac9a8f558c9a55334ca7b6294af32c71237d94e536ea080da5db60c1db03d,COMPLETE,0.9260026819456296,0.8869169245139822,0.9686922144997768,4327,15192,1
7.57255187034607,GENERIC_STAR,0.0,0.3282958716796173,Wagner,,0.3143358876117497,406,1969,11.5,0.41286492165593697,0.12102061092271672,,0.41418190010242345,1.0,0.5609269248361048,0.6738505747126436,4221,0.11417140206424678,0.6856641123882503,0,0,17246,21,0.0,,0,0,17246,,,,not_applicable_synthetic,,5.476190476190476,6264,15683,21947,0.984003570898117,0.9602536432018498,-7.57255187034607,0,0.785802159748485,17246,21,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9827706635622817,P0_Wagner_s202_GENERIC_STAR,202,0.017229336437718276,aacac9a8f558c9a55334ca7b6294af32c71237d94e536ea080da5db60c1db03d,COMPLETE,0.9278751252695193,0.8858285979357532,0.9741120959000191,4295,15277,0
8.909554958343506,REAL_CL,0.075857929378648,0.5829192273739557,Zeisel_2018,0.25,0.26636096014492755,0,4705,5.5,0.7300890144788803,0.3332918267076374,,0.730447724203338,1.0,0.9779538082887212,0.7309216485507246,12911,0.09738378109864636,0.7336390398550725,3665,4,48314,23,0.17391304347826086,0.06169433290557602,3665,3626,48314,0.9882673942701228,0.9893587994542974,0.9918351331151258,EVALUABLE,2980.7,2.869565217391304,17664,43609,61273,0.999611998729592,0.9996030426092075,-8.909554958343506,0,0.7885039087363113,48314,23,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9962960104946369,P0_Zeisel_2018_s202_REAL_CL,202,0.003703989505363068,b950f097fbaf600706164cdfcb190a54e40c45cf70321702f8a9819aa93d304d,COMPLETE,0.948815856749671,0.9026162189013537,1.0,12959,43609,1726
8.899741983413696,DEPTH_SHUFFLED_CL,0.05015969208091065,0.5872775941386034,Zeisel_2018,0.0,0.29636548913043476,0,5235,5.666666666666667,0.7337665352446961,0.3397383462999357,,0.7341104050448837,1.0,0.9788436801156687,0.7014832427536232,12391,0.10717795430349684,0.7036345108695652,2450,2,48844,23,0.08695652173913043,0.0064245352550978616,2450,523,48844,3.557142857142857,0.21346938775510205,0.5,EVALUABLE,313.79999999999995,2.9565217391304346,17664,43609,61273,0.9996049033690203,0.999576048260381,-8.899741983413696,0,0.7971537218677068,48844,23,4a54db2e65aca5f059c04ec44920666a6c0592f297840c748b0f10e40b942412,,0.9969426341620404,P0_Zeisel_2018_s202_DEPTH_SHUFFLED_CL,202,0.0030573658379596104,b950f097fbaf600706164cdfcb190a54e40c45cf70321702f8a9819aa93d304d,COMPLETE,0.9433766346143446,0.8928220456965031,1.0,12429,43609,523
