dataset,contrast,endpoint,n_paired_seeds,effect,seed_sd,status
Cao,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_recall,4,-0.006138590485184725,0.0043715639366459,FOUR_SEEDS_COMPLETE
Quake_10x,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_recall,4,-5.853087503657206e-05,8.277515729427195e-05,FOUR_SEEDS_COMPLETE
Quake_Smart-seq2,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_recall,4,0.00017259233690022913,0.0008557981351645176,FOUR_SEEDS_COMPLETE
Wagner,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_recall,4,-0.005531467193776701,0.0001413859454573796,FOUR_SEEDS_COMPLETE
Zeisel_2018,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_recall,4,2.293104634365495e-05,3.24293967386028e-05,FOUR_SEEDS_COMPLETE
Cao,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_f1,4,-0.020214570070897747,0.013559210760879797,FOUR_SEEDS_COMPLETE
Quake_10x,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_f1,4,3.8764640967581254e-05,0.0007283361162394431,FOUR_SEEDS_COMPLETE
Quake_Smart-seq2,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_f1,4,9.788501641200265e-05,0.0004106436207807642,FOUR_SEEDS_COMPLETE
Wagner,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_f1,4,-0.00203028568613145,0.0006796700068336422,FOUR_SEEDS_COMPLETE
Zeisel_2018,DEPTH_SHUFFLED_CL-GENERIC_STAR,threshold_f1,4,-0.0033839232623103788,0.010958428357658328,FOUR_SEEDS_COMPLETE
Cao,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_ari,4,0.03885278749259105,0.019010148770837433,FOUR_SEEDS_COMPLETE
Quake_10x,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_ari,4,-0.012069532995942142,0.019732122038462453,FOUR_SEEDS_COMPLETE
Quake_Smart-seq2,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_ari,4,-0.0017818411594297534,0.0042845159574249085,FOUR_SEEDS_COMPLETE
Wagner,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_ari,4,-0.007121515570813464,0.009865622285369155,FOUR_SEEDS_COMPLETE
Zeisel_2018,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_ari,4,-0.007906918295031262,0.056198014938635216,FOUR_SEEDS_COMPLETE
Cao,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_nmi,4,0.020118767912798236,0.01222015968764995,FOUR_SEEDS_COMPLETE
Quake_10x,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_nmi,4,-0.0037691456997286654,0.004754905276915121,FOUR_SEEDS_COMPLETE
Quake_Smart-seq2,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_nmi,4,-0.0010349981807872555,0.0018168911857341132,FOUR_SEEDS_COMPLETE
Wagner,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_nmi,4,-0.007610659126920341,0.007183492400983298,FOUR_SEEDS_COMPLETE
Zeisel_2018,DEPTH_SHUFFLED_CL-GENERIC_STAR,full_prednovel_nmi,4,-0.0023396661898311133,0.023686305510328017,FOUR_SEEDS_COMPLETE
Cao,DEPTH_SHUFFLED_CL-GENERIC_STAR,lcc_yield,4,0.15081521739130435,0.04445793910075371,FOUR_SEEDS_COMPLETE
Quake_10x,DEPTH_SHUFFLED_CL-GENERIC_STAR,lcc_yield,4,0.007352941176470588,0.014705882352941175,FOUR_SEEDS_COMPLETE
Quake_Smart-seq2,DEPTH_SHUFFLED_CL-GENERIC_STAR,lcc_yield,4,0.0,0.0,FOUR_SEEDS_COMPLETE
Wagner,DEPTH_SHUFFLED_CL-GENERIC_STAR,lcc_yield,4,0.4199134199134199,0.0843322932414639,FOUR_SEEDS_COMPLETE
Zeisel_2018,DEPTH_SHUFFLED_CL-GENERIC_STAR,lcc_yield,4,0.09782608695652173,0.021739130434782608,FOUR_SEEDS_COMPLETE
Cao,DEPTH_SHUFFLED_CL-GENERIC_STAR,assigned_cell_coverage,4,0.1778548686922835,0.023885766335620024,FOUR_SEEDS_COMPLETE
Quake_10x,DEPTH_SHUFFLED_CL-GENERIC_STAR,assigned_cell_coverage,4,0.00018778838931215796,0.0003755767786243159,FOUR_SEEDS_COMPLETE
Quake_Smart-seq2,DEPTH_SHUFFLED_CL-GENERIC_STAR,assigned_cell_coverage,4,0.0,0.0,FOUR_SEEDS_COMPLETE
Wagner,DEPTH_SHUFFLED_CL-GENERIC_STAR,assigned_cell_coverage,4,0.3162443582168059,0.0807395450706589,FOUR_SEEDS_COMPLETE
Zeisel_2018,DEPTH_SHUFFLED_CL-GENERIC_STAR,assigned_cell_coverage,4,0.050106996856654,0.0009644225731578934,FOUR_SEEDS_COMPLETE
Cao,DEPTH_SHUFFLED_CL-GENERIC_STAR,lineage_U,0,,,PARTIAL_OR_NOT_EVALUABLE
Quake_10x,DEPTH_SHUFFLED_CL-GENERIC_STAR,lineage_U,0,,,PARTIAL_OR_NOT_EVALUABLE
Quake_Smart-seq2,DEPTH_SHUFFLED_CL-GENERIC_STAR,lineage_U,0,,,PARTIAL_OR_NOT_EVALUABLE
Wagner,DEPTH_SHUFFLED_CL-GENERIC_STAR,lineage_U,0,,,PARTIAL_OR_NOT_EVALUABLE
Zeisel_2018,DEPTH_SHUFFLED_CL-GENERIC_STAR,lineage_U,0,,,PARTIAL_OR_NOT_EVALUABLE
